Date,Open,High,Low,Close,Adj Close,Volume
1980-05-08,107.180000,108.019997,105.500000,106.129997,106.129997,39280000
1980-05-09,106.129997,106.199997,104.180000,104.720001,104.720001,30280000
1980-05-12,104.720001,105.480003,103.500000,104.779999,104.779999,28220000
1980-05-13,104.779999,106.760002,104.440002,106.300003,106.300003,35460000
1980-05-14,106.300003,107.889999,106.000000,106.849998,106.849998,40840000
1980-05-15,106.849998,107.989998,106.070000,106.989998,106.989998,41120000
1980-05-16,106.989998,107.889999,106.250000,107.349998,107.349998,31710000
1980-05-19,107.349998,108.430000,106.510002,107.669998,107.669998,30970000
1980-05-20,107.669998,108.389999,106.750000,107.620003,107.620003,31800000
1980-05-21,107.620003,108.309998,106.540001,107.720001,107.720001,34830000
1980-05-22,107.720001,109.730003,107.339996,109.010002,109.010002,41040000
1980-05-23,109.010002,111.370003,109.010002,110.620003,110.620003,45790000
1980-05-27,110.620003,112.300003,110.349998,111.400002,111.400002,40810000
1980-05-28,111.400002,112.720001,110.419998,112.059998,112.059998,38580000
1980-05-29,112.059998,112.639999,109.860001,110.269997,110.269997,42000000
1980-05-30,110.269997,111.550003,108.870003,111.239998,111.239998,34820000
1980-06-02,111.239998,112.150002,110.059998,110.760002,110.760002,32710000
1980-06-03,110.760002,111.629997,109.769997,110.510002,110.510002,33150000
1980-06-04,110.510002,113.449997,110.220001,112.610001,112.610001,44180000
1980-06-05,112.610001,114.379997,111.889999,112.779999,112.779999,49070000
1980-06-06,112.779999,114.010002,112.110001,113.199997,113.199997,37230000
1980-06-09,113.199997,114.510002,112.680000,113.709999,113.709999,36820000
1980-06-10,113.709999,115.500000,113.169998,114.660004,114.660004,42030000
1980-06-11,114.660004,116.639999,114.220001,116.019997,116.019997,43800000
1980-06-12,116.019997,117.010002,114.279999,115.519997,115.519997,47300000
1980-06-13,115.519997,116.940002,114.669998,115.809998,115.809998,41880000
1980-06-16,115.809998,116.800003,114.779999,116.089996,116.089996,36190000
1980-06-17,116.089996,117.160004,115.129997,116.029999,116.029999,41990000
1980-06-18,116.029999,116.839996,114.769997,116.260002,116.260002,41960000
1980-06-19,116.260002,116.809998,114.360001,114.660004,114.660004,38280000
1980-06-20,114.660004,114.900002,113.120003,114.059998,114.059998,36530000
1980-06-23,114.059998,115.279999,113.349998,114.510002,114.510002,34180000
1980-06-24,114.510002,115.750000,113.760002,115.139999,115.139999,37730000
1980-06-25,115.139999,117.370003,115.070000,116.720001,116.720001,46500000
1980-06-26,116.720001,117.980003,115.580002,116.190002,116.190002,45110000
1980-06-27,116.190002,116.930000,115.059998,116.000000,116.000000,33110000
1980-06-30,116.000000,116.040001,113.550003,114.239998,114.239998,29910000
1980-07-01,114.239998,115.449997,113.540001,114.930000,114.930000,34340000
1980-07-02,114.930000,116.440002,114.360001,115.680000,115.680000,42950000
1980-07-03,115.680000,117.800003,115.489998,117.459999,117.459999,47230000
1980-07-07,117.459999,118.849998,116.959999,118.290001,118.290001,42540000
1980-07-08,118.290001,119.110001,117.070000,117.839996,117.839996,45830000
1980-07-09,117.839996,119.519997,117.099998,117.980003,117.980003,52010000
1980-07-10,117.980003,118.570000,116.379997,116.949997,116.949997,43730000
1980-07-11,116.949997,118.379997,116.290001,117.839996,117.839996,38310000
1980-07-14,117.839996,120.370003,117.449997,120.010002,120.010002,45500000
1980-07-15,120.010002,121.559998,118.849998,119.300003,119.300003,60920000
1980-07-16,119.300003,120.870003,118.540001,119.629997,119.629997,49140000
1980-07-17,119.629997,121.839996,119.430000,121.440002,121.440002,48850000
1980-07-18,121.440002,123.190002,120.879997,122.040001,122.040001,58040000
1980-07-21,122.040001,123.150002,120.849998,122.510002,122.510002,42750000
1980-07-22,122.510002,123.900002,121.379997,122.190002,122.190002,52230000
1980-07-23,122.190002,123.260002,120.930000,121.930000,121.930000,45890000
1980-07-24,121.930000,122.980003,120.830002,121.790001,121.790001,42420000
1980-07-25,121.790001,121.959999,119.940002,120.779999,120.779999,36250000
1980-07-28,120.779999,122.019997,119.779999,121.430000,121.430000,35330000
1980-07-29,121.430000,122.989998,120.760002,122.400002,122.400002,44840000
1980-07-30,122.400002,123.930000,121.160004,122.230003,122.230003,58060000
1980-07-31,122.230003,122.339996,119.400002,121.669998,121.669998,54610000
1980-08-01,121.669998,122.379997,120.080002,121.209999,121.209999,46440000
1980-08-04,121.209999,121.629997,119.419998,120.980003,120.980003,41550000
1980-08-05,120.980003,122.089996,119.959999,120.739998,120.739998,45510000
1980-08-06,120.739998,122.010002,119.940002,121.550003,121.550003,45050000
1980-08-07,121.660004,123.839996,121.660004,123.300003,123.300003,61820000
1980-08-08,123.300003,125.230003,122.820000,123.610001,123.610001,58860000
1980-08-11,123.610001,125.309998,122.849998,124.779999,124.779999,44690000
1980-08-12,124.779999,125.779999,123.290001,123.790001,123.790001,52050000
1980-08-13,123.790001,124.669998,122.489998,123.279999,123.279999,44350000
1980-08-14,123.279999,125.620003,122.680000,125.250000,125.250000,47700000
1980-08-15,125.250000,126.610001,124.570000,125.720001,125.720001,47780000
1980-08-18,125.279999,125.279999,122.820000,123.389999,123.389999,41890000
1980-08-19,123.389999,124.000000,121.970001,122.599998,122.599998,41930000
1980-08-20,122.599998,124.269997,121.910004,123.769997,123.769997,42560000
1980-08-21,123.769997,125.989998,123.610001,125.459999,125.459999,50770000
1980-08-22,125.459999,127.779999,125.180000,126.019997,126.019997,58210000
1980-08-25,126.019997,126.279999,124.650002,125.160004,125.160004,35400000
1980-08-26,125.160004,126.290001,124.010002,124.839996,124.839996,41700000
1980-08-27,124.839996,124.980003,122.930000,123.519997,123.519997,44000000
1980-08-28,123.519997,123.910004,121.610001,122.080002,122.080002,39890000
1980-08-29,122.080002,123.010002,121.059998,122.379997,122.379997,33510000
1980-09-02,122.379997,124.360001,121.790001,123.739998,123.739998,35290000
1980-09-03,123.870003,126.430000,123.870003,126.120003,126.120003,52370000
1980-09-04,126.120003,127.699997,124.419998,125.419998,125.419998,59030000
1980-09-05,125.419998,126.120003,124.080002,124.879997,124.879997,37990000
1980-09-08,124.879997,125.669998,122.779999,123.309998,123.309998,42050000
1980-09-09,123.309998,124.519997,121.940002,124.070000,124.070000,44460000
1980-09-10,124.070000,125.949997,123.599998,124.809998,124.809998,51430000
1980-09-11,124.809998,126.480003,124.190002,125.660004,125.660004,44770000
1980-09-12,125.660004,126.750000,124.720001,125.540001,125.540001,47180000
1980-09-15,125.540001,126.349998,124.089996,125.669998,125.669998,44630000
1980-09-16,125.669998,127.779999,125.150002,126.739998,126.739998,57290000
1980-09-17,126.739998,129.679993,126.370003,128.869995,128.869995,63990000
1980-09-18,128.869995,130.380005,127.629997,128.399994,128.399994,63390000
1980-09-19,128.399994,130.330002,127.570000,129.250000,129.250000,53780000
1980-09-22,129.250000,130.990005,127.889999,130.399994,130.399994,53140000
1980-09-23,130.399994,132.169998,128.550003,129.429993,129.429993,64390000
1980-09-24,129.429993,131.339996,128.449997,130.369995,130.369995,56860000
1980-09-25,130.369995,131.529999,128.130005,128.720001,128.720001,49510000
1980-09-26,128.169998,128.169998,125.290001,126.349998,126.349998,49460000
1980-09-29,125.410004,125.410004,122.870003,123.540001,123.540001,46410000
1980-09-30,123.540001,126.089996,123.540001,125.459999,125.459999,40290000
1980-10-01,125.459999,127.879997,124.660004,127.129997,127.129997,48720000
1980-10-02,127.129997,128.820007,126.040001,128.089996,128.089996,46160000
1980-10-03,128.089996,130.440002,127.650002,129.330002,129.330002,47510000
1980-10-06,129.350006,132.380005,129.350006,131.729996,131.729996,50130000
1980-10-07,131.729996,132.880005,130.100006,131.000000,131.000000,50310000
1980-10-08,131.000000,132.779999,130.279999,131.649994,131.649994,46580000
1980-10-09,131.649994,132.649994,130.250000,131.039993,131.039993,43980000
1980-10-10,131.039993,132.149994,129.580002,130.289993,130.289993,44040000
1980-10-13,130.289993,132.460007,129.369995,132.029999,132.029999,31360000
1980-10-14,132.029999,133.570007,131.160004,132.020004,132.020004,48830000
1980-10-15,132.020004,134.350006,131.589996,133.699997,133.699997,48260000
1980-10-16,133.699997,135.880005,131.639999,132.220001,132.220001,65450000
1980-10-17,132.220001,133.070007,130.220001,131.520004,131.520004,43920000
1980-10-20,131.520004,133.210007,130.039993,132.610001,132.610001,40910000
1980-10-21,132.610001,134.009995,130.779999,131.839996,131.839996,51220000
1980-10-22,131.839996,132.970001,130.619995,131.919998,131.919998,43060000
1980-10-23,131.919998,132.539993,128.869995,129.529999,129.529999,49200000
1980-10-24,129.529999,130.550003,128.039993,129.850006,129.850006,41050000
1980-10-27,129.850006,129.940002,127.339996,127.879997,127.879997,34430000
1980-10-28,127.879997,128.860001,126.360001,128.050003,128.050003,40300000
1980-10-29,128.050003,129.910004,127.070000,127.910004,127.910004,37200000
1980-10-30,127.910004,128.710007,125.779999,126.290001,126.290001,39060000
1980-10-31,126.290001,128.240005,125.290001,127.470001,127.470001,40110000
1980-11-03,127.470001,129.850006,127.230003,129.039993,129.039993,35820000
1980-11-05,130.770004,135.649994,130.770004,131.330002,131.330002,84080000
1980-11-06,131.300003,131.300003,128.229996,128.910004,128.910004,48890000
1980-11-07,128.910004,130.080002,127.739998,129.179993,129.179993,40070000
1980-11-10,129.179993,130.509995,128.190002,129.479996,129.479996,35720000
1980-11-11,129.479996,132.300003,129.479996,131.259995,131.259995,41520000
1980-11-12,131.330002,135.119995,131.330002,134.589996,134.589996,58500000
1980-11-13,134.589996,137.210007,134.119995,136.490005,136.490005,69340000
1980-11-14,136.490005,138.960007,135.119995,137.149994,137.149994,71630000
1980-11-17,137.149994,138.460007,134.899994,137.750000,137.750000,50260000
1980-11-18,137.910004,140.919998,137.910004,139.699997,139.699997,70380000
1980-11-19,139.699997,141.759995,138.059998,139.059998,139.059998,69230000
1980-11-20,139.059998,141.240005,137.789993,140.399994,140.399994,60180000
1980-11-21,140.399994,141.240005,138.100006,139.110001,139.110001,55950000
1980-11-24,139.110001,139.360001,136.360001,138.309998,138.309998,51120000
1980-11-25,138.309998,140.830002,137.419998,139.330002,139.330002,55840000
1980-11-26,139.330002,141.960007,138.600006,140.169998,140.169998,55340000
1980-11-28,140.169998,141.539993,139.000000,140.520004,140.520004,34240000
1980-12-01,140.520004,140.660004,136.750000,137.210007,137.210007,48180000
1980-12-02,137.210007,138.110001,134.369995,136.970001,136.970001,52340000
1980-12-03,136.970001,138.089996,135.429993,136.710007,136.710007,43430000
1980-12-04,136.710007,138.399994,135.089996,136.479996,136.479996,51170000
1980-12-05,136.369995,136.369995,132.910004,134.029999,134.029999,51990000
1980-12-08,133.190002,133.190002,129.710007,130.610001,130.610001,53390000
1980-12-09,130.610001,131.919998,128.770004,130.479996,130.479996,53220000
1980-12-10,130.479996,131.990005,127.940002,128.259995,128.259995,49860000
1980-12-11,128.259995,128.729996,125.320000,127.360001,127.360001,60220000
1980-12-12,127.360001,129.979996,127.150002,129.229996,129.229996,39530000
1980-12-15,129.229996,131.330002,128.639999,129.449997,129.449997,39700000
1980-12-16,129.449997,131.220001,128.330002,130.600006,130.600006,41630000
1980-12-17,130.600006,133.589996,130.220001,132.889999,132.889999,50800000
1980-12-18,132.889999,135.899994,131.889999,133.000000,133.000000,69570000
1980-12-19,133.000000,134.000000,131.800003,133.699997,133.699997,50770000
1980-12-22,133.699997,136.679993,132.880005,135.779999,135.779999,51950000
1980-12-23,135.779999,137.479996,134.009995,135.300003,135.300003,55260000
1980-12-24,135.300003,136.550003,134.149994,135.880005,135.880005,29490000
1980-12-26,135.880005,137.020004,135.199997,136.570007,136.570007,16130000
1980-12-29,136.570007,137.509995,134.360001,135.029999,135.029999,36060000
1980-12-30,135.029999,136.509995,134.039993,135.330002,135.330002,39750000
1980-12-31,135.330002,136.759995,134.289993,135.759995,135.759995,41210000
1981-01-02,135.759995,137.100006,134.610001,136.339996,136.339996,28870000
1981-01-05,136.339996,139.240005,135.860001,137.970001,137.970001,58710000
1981-01-06,137.970001,140.320007,135.779999,138.119995,138.119995,67400000
1981-01-07,136.020004,136.020004,132.300003,135.080002,135.080002,92890000
1981-01-08,135.080002,136.100006,131.960007,133.059998,133.059998,55350000
1981-01-09,133.059998,134.759995,131.710007,133.479996,133.479996,50190000
1981-01-12,133.479996,135.880005,132.789993,133.520004,133.520004,48760000
1981-01-13,133.520004,134.270004,131.690002,133.289993,133.289993,40890000
1981-01-14,133.289993,135.250000,132.649994,133.470001,133.470001,41390000
1981-01-15,133.470001,135.149994,132.440002,134.220001,134.220001,39640000
1981-01-16,134.220001,135.910004,133.350006,134.770004,134.770004,43260000
1981-01-19,134.770004,135.860001,133.509995,134.369995,134.369995,36470000
1981-01-20,134.369995,135.300003,131.259995,131.649994,131.649994,41750000
1981-01-21,131.649994,132.479996,129.929993,131.360001,131.360001,39190000
1981-01-22,131.360001,132.080002,129.229996,130.259995,130.259995,39880000
1981-01-23,130.259995,131.339996,129.000000,130.229996,130.229996,37220000
1981-01-26,130.229996,131.179993,128.570007,129.839996,129.839996,35380000
1981-01-27,129.839996,131.949997,129.320007,131.119995,131.119995,42260000
1981-01-28,131.119995,132.410004,129.820007,130.339996,130.339996,36690000
1981-01-29,130.339996,131.779999,128.970001,130.240005,130.240005,38170000
1981-01-30,130.240005,131.649994,128.610001,129.550003,129.550003,41160000
1981-02-02,129.479996,129.479996,125.820000,126.910004,126.910004,44070000
1981-02-03,126.910004,128.919998,125.889999,128.460007,128.460007,45950000
1981-02-04,128.460007,129.710007,127.290001,128.589996,128.589996,45520000
1981-02-05,128.589996,130.490005,127.989998,129.630005,129.630005,45320000
1981-02-06,129.630005,131.809998,129.029999,130.600006,130.600006,45820000
1981-02-09,130.600006,131.389999,128.610001,129.270004,129.270004,38330000
1981-02-10,129.270004,130.190002,128.050003,129.240005,129.240005,40820000
1981-02-11,129.240005,129.919998,127.599998,128.240005,128.240005,37770000
1981-02-12,128.240005,128.949997,126.779999,127.480003,127.480003,34700000
1981-02-13,127.480003,128.339996,126.040001,126.980003,126.980003,33360000
1981-02-17,126.980003,128.750000,126.430000,127.809998,127.809998,37940000
1981-02-18,127.809998,129.250000,127.089996,128.479996,128.479996,40410000
1981-02-19,128.479996,129.070007,125.980003,126.610001,126.610001,41630000
1981-02-20,126.610001,127.650002,124.660004,126.580002,126.580002,41900000
1981-02-23,126.580002,128.279999,125.690002,127.349998,127.349998,39590000
1981-02-24,127.349998,128.759995,126.489998,127.389999,127.389999,43960000
1981-02-25,127.389999,129.210007,125.769997,128.520004,128.520004,45710000
1981-02-26,128.520004,130.929993,128.020004,130.100006,130.100006,60300000
1981-02-27,130.100006,132.020004,129.350006,131.270004,131.270004,53210000
1981-03-02,131.270004,132.960007,130.149994,132.009995,132.009995,47710000
1981-03-03,132.009995,132.720001,129.660004,130.559998,130.559998,48730000
1981-03-04,130.559998,132.070007,129.570007,130.860001,130.860001,47260000
1981-03-05,130.860001,131.820007,129.250000,129.929993,129.929993,45380000
1981-03-06,129.929993,131.179993,128.559998,129.850006,129.850006,43940000
1981-03-09,129.850006,131.940002,129.389999,131.119995,131.119995,46180000
1981-03-10,131.119995,132.639999,129.720001,130.460007,130.460007,56610000
1981-03-11,130.460007,131.199997,128.720001,129.949997,129.949997,47390000
1981-03-12,129.949997,133.559998,129.759995,133.190002,133.190002,54640000
1981-03-13,133.190002,135.529999,132.389999,133.110001,133.110001,68290000
1981-03-16,133.110001,135.350006,132.100006,134.679993,134.679993,49940000
1981-03-17,134.679993,136.089996,132.800003,133.919998,133.919998,65920000
1981-03-18,133.919998,135.660004,132.800003,134.220001,134.220001,55740000
1981-03-19,134.220001,135.369995,132.369995,133.460007,133.460007,62440000
1981-03-20,133.460007,135.289993,132.500000,134.080002,134.080002,61980000
1981-03-23,134.080002,136.500000,133.410004,135.690002,135.690002,57880000
1981-03-24,135.690002,137.399994,134.100006,134.669998,134.669998,66400000
1981-03-25,134.669998,137.320007,133.919998,137.110001,137.110001,56320000
1981-03-26,137.110001,138.380005,135.289993,136.270004,136.270004,60370000
1981-03-27,136.270004,136.889999,133.910004,134.649994,134.649994,46930000
1981-03-30,134.649994,135.869995,133.509995,134.279999,134.279999,33500000
1981-03-31,134.679993,137.149994,134.679993,136.000000,136.000000,50980000
1981-04-01,136.000000,137.559998,135.039993,136.570007,136.570007,54880000
1981-04-02,136.570007,137.720001,135.160004,136.320007,136.320007,52570000
1981-04-03,136.320007,137.039993,134.669998,135.490005,135.490005,48680000
1981-04-06,135.490005,135.610001,132.910004,133.929993,133.929993,43190000
1981-04-07,133.929993,135.270004,132.960007,133.910004,133.910004,44540000
1981-04-08,133.910004,135.339996,133.259995,134.309998,134.309998,48000000
1981-04-09,134.309998,135.800003,132.589996,134.669998,134.669998,59520000
1981-04-10,134.669998,136.229996,133.179993,134.509995,134.509995,58130000
1981-04-13,134.509995,134.910004,132.240005,133.149994,133.149994,49860000
1981-04-14,133.149994,134.029999,131.580002,132.679993,132.679993,48350000
1981-04-15,132.679993,134.789993,132.199997,134.169998,134.169998,56040000
1981-04-16,134.169998,135.820007,133.429993,134.699997,134.699997,52950000
1981-04-20,134.699997,136.250000,133.190002,135.449997,135.449997,51020000
1981-04-21,135.449997,136.380005,133.490005,134.229996,134.229996,60280000
1981-04-22,134.229996,135.539993,132.720001,134.139999,134.139999,60660000
1981-04-23,134.139999,135.899994,132.899994,133.940002,133.940002,64200000
1981-04-24,133.940002,136.000000,132.880005,135.139999,135.139999,60000000
1981-04-27,135.139999,136.559998,134.130005,135.479996,135.479996,51080000
1981-04-28,135.479996,136.089996,133.100006,134.330002,134.330002,58210000
1981-04-29,134.330002,134.690002,131.820007,133.050003,133.050003,53340000
1981-04-30,133.050003,134.440002,131.850006,132.809998,132.809998,47970000
1981-05-01,132.809998,134.169998,131.429993,132.720001,132.720001,48360000
1981-05-04,131.779999,131.779999,129.610001,130.669998,130.669998,40430000
1981-05-05,130.669998,131.330002,128.929993,130.320007,130.320007,49000000
1981-05-06,130.320007,132.380005,130.089996,130.779999,130.779999,47100000
1981-05-07,130.779999,132.410004,130.210007,131.669998,131.669998,42590000
1981-05-08,131.669998,132.690002,130.839996,131.660004,131.660004,41860000
1981-05-11,131.660004,132.229996,129.110001,129.710007,129.710007,37640000
1981-05-12,129.710007,131.169998,128.779999,130.720001,130.720001,40440000
1981-05-13,130.720001,131.960007,129.529999,130.550003,130.550003,42600000
1981-05-14,130.550003,132.149994,129.910004,131.279999,131.279999,42750000
1981-05-15,131.279999,133.210007,130.750000,132.169998,132.169998,45460000
1981-05-18,132.169998,133.649994,131.490005,132.539993,132.539993,42510000
1981-05-19,132.539993,133.220001,130.779999,132.089996,132.089996,42220000
1981-05-20,132.089996,133.029999,130.589996,132.000000,132.000000,42370000
1981-05-21,132.000000,133.029999,130.699997,131.750000,131.750000,46820000
1981-05-22,131.750000,132.649994,130.419998,131.330002,131.330002,40710000
1981-05-26,131.330002,133.300003,130.639999,132.770004,132.770004,42760000
1981-05-27,132.770004,134.649994,131.850006,133.770004,133.770004,58730000
1981-05-28,133.770004,134.919998,132.000000,133.449997,133.449997,59500000
1981-05-29,133.449997,134.360001,131.520004,132.589996,132.589996,51580000
1981-06-01,132.589996,134.619995,131.490005,132.410004,132.410004,62170000
1981-06-02,132.410004,132.960007,129.839996,130.619995,130.619995,53930000
1981-06-03,130.619995,131.369995,128.770004,130.710007,130.710007,54700000
1981-06-04,130.710007,132.210007,129.720001,130.960007,130.960007,48940000
1981-06-05,130.960007,132.979996,130.169998,132.220001,132.220001,47180000
1981-06-08,132.220001,133.679993,131.289993,132.240005,132.240005,41580000
1981-06-09,132.240005,133.300003,130.940002,131.970001,131.970001,44600000
1981-06-10,131.970001,133.490005,131.039993,132.320007,132.320007,53200000
1981-06-11,132.320007,134.309998,131.580002,133.750000,133.750000,59530000
1981-06-12,133.750000,135.089996,132.399994,133.490005,133.490005,60790000
1981-06-15,133.490005,135.669998,132.779999,133.610001,133.610001,63350000
1981-06-16,133.610001,134.000000,131.289993,132.149994,132.149994,57780000
1981-06-17,132.149994,133.979996,130.809998,133.320007,133.320007,55470000
1981-06-18,133.320007,133.979996,130.940002,131.639999,131.639999,48400000
1981-06-19,131.639999,133.270004,130.490005,132.270004,132.270004,46430000
1981-06-22,132.270004,133.539993,131.100006,131.949997,131.949997,41790000
1981-06-23,131.949997,133.979996,131.160004,133.350006,133.350006,51840000
1981-06-24,133.350006,133.899994,131.649994,132.660004,132.660004,46650000
1981-06-25,132.660004,134.300003,131.779999,132.809998,132.809998,43920000
1981-06-26,132.809998,133.750000,131.710007,132.559998,132.559998,39240000
1981-06-29,132.559998,133.500000,131.199997,131.889999,131.889999,37930000
1981-06-30,131.889999,132.669998,130.309998,131.210007,131.210007,41550000
1981-07-01,131.210007,131.690002,129.039993,129.770004,129.770004,49080000
1981-07-02,129.770004,130.479996,127.839996,128.639999,128.639999,45100000
1981-07-06,128.639999,128.990005,126.440002,127.370003,127.370003,44590000
1981-07-07,127.370003,129.600006,126.389999,128.240005,128.240005,53560000
1981-07-08,128.240005,129.570007,126.949997,128.320007,128.320007,46000000
1981-07-09,128.320007,130.080002,127.570000,129.300003,129.300003,45510000
1981-07-10,129.300003,130.429993,128.380005,129.369995,129.369995,39950000
1981-07-13,129.369995,130.820007,128.789993,129.639999,129.639999,38100000
1981-07-14,129.639999,130.779999,128.139999,129.649994,129.649994,45230000
